,interaction,reward,relative_interaction,hyp_discovered_before,scenario_number,datetime
832,1.0,3.636,-11.0,-9.0,1,2024-01-26_23-34-20
833,2.0,3.571,-10.0,-9.0,1,2024-01-26_23-34-20
834,3.0,0.0,-9.0,-9.0,1,2024-01-26_23-34-20
835,4.0,-3.571,-8.0,-9.0,1,2024-01-26_23-34-20
836,5.0,0.0,-7.0,-9.0,1,2024-01-26_23-34-20
837,6.0,2.8,-6.0,-9.0,1,2024-01-26_23-34-20
838,7.0,3.571,-5.0,-9.0,1,2024-01-26_23-34-20
839,8.0,4.167,-4.0,-9.0,1,2024-01-26_23-34-20
840,9.0,3.636,-3.0,-9.0,1,2024-01-26_23-34-20
841,10.0,2.344,-2.0,-9.0,1,2024-01-26_23-34-20
842,11.0,3.571,-1.0,-9.0,1,2024-01-26_23-34-20
843,12.0,3.571,0.0,-9.0,1,2024-01-26_23-34-20
844,13.0,3.5,1.0,-9.0,1,2024-01-26_23-34-20
845,14.0,4.167,2.0,-9.0,1,2024-01-26_23-34-20
846,15.0,2.545,3.0,-9.0,1,2024-01-26_23-34-20
847,16.0,3.571,4.0,-9.0,1,2024-01-26_23-34-20
848,17.0,3.81,5.0,-9.0,1,2024-01-26_23-34-20
849,18.0,3.333,6.0,-9.0,1,2024-01-26_23-34-20
850,19.0,4.156,7.0,-9.0,1,2024-01-26_23-34-20
851,20.0,3.125,8.0,-9.0,1,2024-01-26_23-34-20
852,21.0,3.571,9.0,-9.0,1,2024-01-26_23-34-20
853,22.0,3.571,10.0,-9.0,1,2024-01-26_23-34-20
854,23.0,3.571,11.0,-9.0,1,2024-01-26_23-34-20
855,24.0,4.167,12.0,-9.0,1,2024-01-26_23-34-20
856,25.0,3.125,13.0,-9.0,1,2024-01-26_23-34-20
857,26.0,4.167,14.0,-9.0,1,2024-01-26_23-34-20
858,27.0,2.286,15.0,-9.0,1,2024-01-26_23-34-20
859,28.0,3.906,16.0,-9.0,1,2024-01-26_23-34-20
860,29.0,4.167,17.0,-9.0,1,2024-01-26_23-34-20
861,30.0,3.125,18.0,-9.0,1,2024-01-26_23-34-20
862,31.0,3.111,19.0,-9.0,1,2024-01-26_23-34-20
863,32.0,4.0,20.0,-9.0,1,2024-01-26_23-34-20
864,33.0,2.885,21.0,-9.0,1,2024-01-26_23-34-20
865,34.0,3.333,22.0,-9.0,1,2024-01-26_23-34-20
866,1.0,-0.938,-5.0,-4.0,3,2024-01-27_00-04-44
867,2.0,-1.111,-4.0,-4.0,3,2024-01-27_00-04-44
868,3.0,0.714,-3.0,-4.0,3,2024-01-27_00-04-44
869,4.0,1.429,-2.0,-4.0,3,2024-01-27_00-04-44
870,5.0,1.0,-1.0,-4.0,3,2024-01-27_00-04-44
871,6.0,1.429,0.0,-4.0,3,2024-01-27_00-04-44
872,7.0,1.25,1.0,-4.0,3,2024-01-27_00-04-44
873,8.0,1.0,2.0,-4.0,3,2024-01-27_00-04-44
874,9.0,1.429,3.0,-4.0,3,2024-01-27_00-04-44
875,10.0,0.625,4.0,-4.0,3,2024-01-27_00-04-44
876,11.0,1.25,5.0,-4.0,3,2024-01-27_00-04-44
877,12.0,1.429,,-4.0,3,2024-01-27_00-04-44
878,13.0,1.25,,-4.0,3,2024-01-27_00-04-44
879,14.0,1.25,,-4.0,3,2024-01-27_00-04-44
880,15.0,1.667,,-4.0,3,2024-01-27_00-04-44
881,16.0,0.625,10.0,-4.0,3,2024-01-27_00-04-44
882,17.0,1.0,11.0,-4.0,3,2024-01-27_00-04-44
883,18.0,1.0,12.0,-4.0,3,2024-01-27_00-04-44
884,19.0,1.562,13.0,-4.0,3,2024-01-27_00-04-44
885,20.0,2.286,14.0,-4.0,3,2024-01-27_00-04-44
886,21.0,3.429,15.0,-4.0,3,2024-01-27_00-04-44
887,1.0,4.167,-5.0,-4.0,2,2024-01-26_22-47-02
888,2.0,0.0,-4.0,-4.0,2,2024-01-26_22-47-02
889,3.0,4.0,-3.0,-4.0,2,2024-01-26_22-47-02
890,4.0,4.0,-2.0,-4.0,2,2024-01-26_22-47-02
891,5.0,3.571,-1.0,-4.0,2,2024-01-26_22-47-02
892,6.0,2.667,0.0,-4.0,2,2024-01-26_22-47-02
893,7.0,3.117,1.0,-4.0,2,2024-01-26_22-47-02
894,8.0,1.667,2.0,-4.0,2,2024-01-26_22-47-02
895,9.0,3.906,3.0,-4.0,2,2024-01-26_22-47-02
896,10.0,1.667,4.0,-4.0,2,2024-01-26_22-47-02
897,11.0,4.0,5.0,-4.0,2,2024-01-26_22-47-02
898,12.0,4.0,6.0,-4.0,2,2024-01-26_22-47-02
899,13.0,3.571,7.0,-4.0,2,2024-01-26_22-47-02
900,14.0,3.333,8.0,-4.0,2,2024-01-26_22-47-02
901,15.0,3.5,9.0,-4.0,2,2024-01-26_22-47-02
902,16.0,3.81,10.0,-4.0,2,2024-01-26_22-47-02
903,17.0,4.444,11.0,-4.0,2,2024-01-26_22-47-02
904,18.0,1.667,12.0,-4.0,2,2024-01-26_22-47-02
905,19.0,3.333,13.0,-4.0,2,2024-01-26_22-47-02
906,20.0,4.0,14.0,-4.0,2,2024-01-26_22-47-02
907,21.0,4.0,15.0,-4.0,2,2024-01-26_22-47-02
908,22.0,3.571,16.0,-4.0,2,2024-01-26_22-47-02
909,23.0,4.0,17.0,-4.0,2,2024-01-26_22-47-02
910,24.0,3.333,18.0,-4.0,2,2024-01-26_22-47-02
911,25.0,3.636,19.0,-4.0,2,2024-01-26_22-47-02
912,26.0,4.667,20.0,-4.0,2,2024-01-26_22-47-02
913,27.0,4.0,21.0,-4.0,2,2024-01-26_22-47-02
914,28.0,3.125,22.0,-4.0,2,2024-01-26_22-47-02
915,29.0,4.0,23.0,-4.0,2,2024-01-26_22-47-02
916,30.0,4.242,24.0,-4.0,2,2024-01-26_22-47-02
917,31.0,3.81,25.0,-4.0,2,2024-01-26_22-47-02
918,32.0,2.5,26.0,-4.0,2,2024-01-26_22-47-02
919,33.0,3.5,27.0,-4.0,2,2024-01-26_22-47-02
920,34.0,3.333,28.0,-4.0,2,2024-01-26_22-47-02
921,35.0,3.571,29.0,-4.0,2,2024-01-26_22-47-02
922,1.0,-2.963,-8.0,-4.0,4,2024-01-26_22-18-31
923,2.0,0.0,-7.0,-4.0,4,2024-01-26_22-18-31
924,3.0,-3.571,-6.0,-4.0,4,2024-01-26_22-18-31
925,4.0,3.409,-5.0,-4.0,4,2024-01-26_22-18-31
926,5.0,-3.125,-4.0,-4.0,4,2024-01-26_22-18-31
927,6.0,3.125,-3.0,-4.0,4,2024-01-26_22-18-31
928,7.0,0.0,-2.0,-4.0,4,2024-01-26_22-18-31
929,8.0,3.571,-1.0,-4.0,4,2024-01-26_22-18-31
930,9.0,1.5,0.0,-4.0,4,2024-01-26_22-18-31
931,10.0,3.125,1.0,-4.0,4,2024-01-26_22-18-31
932,11.0,3.571,2.0,-4.0,4,2024-01-26_22-18-31
933,12.0,3.571,3.0,-4.0,4,2024-01-26_22-18-31
934,13.0,3.429,4.0,-4.0,4,2024-01-26_22-18-31
935,14.0,4.167,5.0,-4.0,4,2024-01-26_22-18-31
936,15.0,3.125,6.0,-4.0,4,2024-01-26_22-18-31
937,16.0,4.167,7.0,-4.0,4,2024-01-26_22-18-31
938,17.0,3.571,8.0,-4.0,4,2024-01-26_22-18-31
939,18.0,3.571,9.0,-4.0,4,2024-01-26_22-18-31
940,19.0,3.906,10.0,-4.0,4,2024-01-26_22-18-31
941,20.0,3.906,11.0,-4.0,4,2024-01-26_22-18-31
942,21.0,3.571,12.0,-4.0,4,2024-01-26_22-18-31
943,22.0,3.906,13.0,-4.0,4,2024-01-26_22-18-31
944,23.0,3.571,14.0,-4.0,4,2024-01-26_22-18-31
945,24.0,3.906,15.0,-4.0,4,2024-01-26_22-18-31
946,25.0,2.778,16.0,-4.0,4,2024-01-26_22-18-31
947,26.0,3.571,17.0,-4.0,4,2024-01-26_22-18-31
948,27.0,4.0,18.0,-4.0,4,2024-01-26_22-18-31
949,28.0,2.5,19.0,-4.0,4,2024-01-26_22-18-31
950,29.0,3.906,20.0,-4.0,4,2024-01-26_22-18-31
951,1.0,0.4,-5.0,-4.0,0,2024-01-26_23-31-32
952,2.0,-1.562,-4.0,-4.0,0,2024-01-26_23-31-32
953,3.0,3.571,-3.0,-4.0,0,2024-01-26_23-31-32
954,4.0,4.167,-2.0,-4.0,0,2024-01-26_23-31-32
955,5.0,3.125,-1.0,-4.0,0,2024-01-26_23-31-32
956,6.0,3.333,0.0,-4.0,0,2024-01-26_23-31-32
957,7.0,1.562,1.0,-4.0,0,2024-01-26_23-31-32
958,8.0,3.125,2.0,-4.0,0,2024-01-26_23-31-32
959,9.0,3.571,3.0,-4.0,0,2024-01-26_23-31-32
960,10.0,3.571,4.0,-4.0,0,2024-01-26_23-31-32
961,11.0,3.571,5.0,-4.0,0,2024-01-26_23-31-32
962,12.0,3.571,6.0,-4.0,0,2024-01-26_23-31-32
963,13.0,2.0,7.0,-4.0,0,2024-01-26_23-31-32
964,14.0,3.906,8.0,-4.0,0,2024-01-26_23-31-32
965,15.0,2.344,9.0,-4.0,0,2024-01-26_23-31-32
966,16.0,3.906,10.0,-4.0,0,2024-01-26_23-31-32
967,17.0,1.562,11.0,-4.0,0,2024-01-26_23-31-32
968,18.0,3.571,12.0,-4.0,0,2024-01-26_23-31-32
969,19.0,2.625,13.0,-4.0,0,2024-01-26_23-31-32
970,1.0,4.545,-4.0,4.0,4,2024-01-26_22-59-24
971,2.0,1.667,-3.0,4.0,4,2024-01-26_22-59-24
972,3.0,-0.455,-2.0,4.0,4,2024-01-26_22-59-24
973,4.0,-2.727,-1.0,4.0,4,2024-01-26_22-59-24
974,5.0,0.0,0.0,4.0,4,2024-01-26_22-59-24
975,6.0,3.75,1.0,4.0,4,2024-01-26_22-59-24
976,7.0,-0.364,,4.0,4,2024-01-26_22-59-24
977,8.0,-3.287,,4.0,4,2024-01-26_22-59-24
978,9.0,3.333,,4.0,4,2024-01-26_22-59-24
979,10.0,4.242,,4.0,4,2024-01-26_22-59-24
980,11.0,3.571,,4.0,4,2024-01-26_22-59-24
981,12.0,3.81,,4.0,4,2024-01-26_22-59-24
982,13.0,4.167,,4.0,4,2024-01-26_22-59-24
983,14.0,4.545,9.0,4.0,4,2024-01-26_22-59-24
984,15.0,3.5,10.0,4.0,4,2024-01-26_22-59-24
985,16.0,3.81,11.0,4.0,4,2024-01-26_22-59-24
986,17.0,3.333,12.0,4.0,4,2024-01-26_22-59-24
987,18.0,3.636,13.0,4.0,4,2024-01-26_22-59-24
988,19.0,3.333,14.0,4.0,4,2024-01-26_22-59-24
989,20.0,3.571,15.0,4.0,4,2024-01-26_22-59-24
990,21.0,2.4,16.0,4.0,4,2024-01-26_22-59-24
991,1.0,2.769,-5.0,-4.0,8,2024-01-26_23-31-01
992,2.0,-3.117,-4.0,-4.0,8,2024-01-26_23-31-01
993,3.0,2.545,-3.0,-4.0,8,2024-01-26_23-31-01
994,4.0,2.769,-2.0,-4.0,8,2024-01-26_23-31-01
995,5.0,3.571,-1.0,-4.0,8,2024-01-26_23-31-01
996,6.0,2.8,0.0,-4.0,8,2024-01-26_23-31-01
997,7.0,3.81,1.0,-4.0,8,2024-01-26_23-31-01
998,8.0,0.625,2.0,-4.0,8,2024-01-26_23-31-01
999,9.0,3.81,3.0,-4.0,8,2024-01-26_23-31-01
1000,10.0,3.636,4.0,-4.0,8,2024-01-26_23-31-01
1001,11.0,2.667,5.0,-4.0,8,2024-01-26_23-31-01
1002,12.0,1.667,6.0,-4.0,8,2024-01-26_23-31-01
1003,13.0,4.242,7.0,-4.0,8,2024-01-26_23-31-01
1004,14.0,2.5,8.0,-4.0,8,2024-01-26_23-31-01
1005,15.0,3.5,9.0,-4.0,8,2024-01-26_23-31-01
1006,16.0,3.333,10.0,-4.0,8,2024-01-26_23-31-01
1007,17.0,3.636,11.0,-4.0,8,2024-01-26_23-31-01
1008,18.0,2.479,12.0,-4.0,8,2024-01-26_23-31-01
1009,19.0,3.81,13.0,-4.0,8,2024-01-26_23-31-01
1010,20.0,2.727,14.0,-4.0,8,2024-01-26_23-31-01
1011,21.0,4.444,15.0,-4.0,8,2024-01-26_23-31-01
1012,22.0,3.81,16.0,-4.0,8,2024-01-26_23-31-01
1013,23.0,4.615,17.0,-4.0,8,2024-01-26_23-31-01
1014,1.0,0.429,-8.0,-3.0,2,2024-01-26_22-18-12
1015,2.0,3.571,-7.0,-3.0,2,2024-01-26_22-18-12
1016,3.0,-0.4,-6.0,-3.0,2,2024-01-26_22-18-12
1017,4.0,0.0,-5.0,-3.0,2,2024-01-26_22-18-12
1018,5.0,4.444,-4.0,-3.0,2,2024-01-26_22-18-12
1019,6.0,2.667,-3.0,-3.0,2,2024-01-26_22-18-12
1020,7.0,3.571,-2.0,-3.0,2,2024-01-26_22-18-12
1021,8.0,3.81,-1.0,-3.0,2,2024-01-26_22-18-12
1022,9.0,4.167,0.0,-3.0,2,2024-01-26_22-18-12
1023,10.0,2.597,1.0,-3.0,2,2024-01-26_22-18-12
1024,11.0,3.81,2.0,-3.0,2,2024-01-26_22-18-12
1025,12.0,0.25,3.0,-3.0,2,2024-01-26_22-18-12
1026,13.0,0.0,,-3.0,2,2024-01-26_22-18-12
1027,14.0,4.167,,-3.0,2,2024-01-26_22-18-12
1028,15.0,3.81,,-3.0,2,2024-01-26_22-18-12
1029,16.0,3.125,7.0,-3.0,2,2024-01-26_22-18-12
1030,17.0,3.125,8.0,-3.0,2,2024-01-26_22-18-12
1031,18.0,2.597,9.0,-3.0,2,2024-01-26_22-18-12
1032,1.0,1.25,-4.0,-4.0,6,2024-01-26_20-59-31
1033,2.0,3.571,-3.0,-4.0,6,2024-01-26_20-59-31
1034,3.0,3.333,-2.0,-4.0,6,2024-01-26_20-59-31
1035,4.0,3.5,-1.0,-4.0,6,2024-01-26_20-59-31
1036,5.0,4.375,0.0,-4.0,6,2024-01-26_20-59-31
1037,6.0,4.167,1.0,-4.0,6,2024-01-26_20-59-31
1038,7.0,2.857,2.0,-4.0,6,2024-01-26_20-59-31
1039,8.0,2.857,3.0,-4.0,6,2024-01-26_20-59-31
1040,9.0,3.571,4.0,-4.0,6,2024-01-26_20-59-31
1041,10.0,3.571,5.0,-4.0,6,2024-01-26_20-59-31
1042,11.0,3.571,6.0,-4.0,6,2024-01-26_20-59-31
1043,12.0,2.857,7.0,-4.0,6,2024-01-26_20-59-31
1044,13.0,4.545,8.0,-4.0,6,2024-01-26_20-59-31
1045,14.0,3.75,9.0,-4.0,6,2024-01-26_20-59-31
1046,15.0,1.562,10.0,-4.0,6,2024-01-26_20-59-31
1047,16.0,2.963,11.0,-4.0,6,2024-01-26_20-59-31
1048,17.0,3.125,12.0,-4.0,6,2024-01-26_20-59-31
1049,18.0,3.333,13.0,-4.0,6,2024-01-26_20-59-31
1050,1.0,-4.167,-14.0,-11.0,1,2024-01-26_20-00-00
1051,2.0,-1.333,-13.0,-11.0,1,2024-01-26_20-00-00
1052,3.0,1.562,-12.0,-11.0,1,2024-01-26_20-00-00
1053,4.0,-3.429,-11.0,-11.0,1,2024-01-26_20-00-00
1054,5.0,0.0,-10.0,-11.0,1,2024-01-26_20-00-00
1055,6.0,-3.571,-9.0,-11.0,1,2024-01-26_20-00-00
1056,7.0,0.0,-8.0,-11.0,1,2024-01-26_20-00-00
1057,8.0,4.286,-7.0,-11.0,1,2024-01-26_20-00-00
1058,9.0,0.0,-6.0,-11.0,1,2024-01-26_20-00-00
1059,10.0,4.444,-5.0,-11.0,1,2024-01-26_20-00-00
1060,11.0,4.0,-4.0,-11.0,1,2024-01-26_20-00-00
1061,12.0,3.571,-3.0,-11.0,1,2024-01-26_20-00-00
1062,13.0,3.571,-2.0,-11.0,1,2024-01-26_20-00-00
1063,14.0,3.571,-1.0,-11.0,1,2024-01-26_20-00-00
1064,15.0,3.571,0.0,-11.0,1,2024-01-26_20-00-00
1065,16.0,-4.286,,-11.0,1,2024-01-26_20-00-00
1066,17.0,3.889,,-11.0,1,2024-01-26_20-00-00
1067,18.0,4.375,,-11.0,1,2024-01-26_20-00-00
1068,19.0,3.571,,-11.0,1,2024-01-26_20-00-00
1069,20.0,3.81,,-11.0,1,2024-01-26_20-00-00
1070,21.0,3.571,,-11.0,1,2024-01-26_20-00-00
1071,22.0,0.0,,-11.0,1,2024-01-26_20-00-00
1072,23.0,-2.727,,-11.0,1,2024-01-26_20-00-00
1073,24.0,0.0,,-11.0,1,2024-01-26_20-00-00
1074,25.0,-0.694,,-11.0,1,2024-01-26_20-00-00
1075,26.0,0.0,,-11.0,1,2024-01-26_20-00-00
1076,1.0,-1.75,-18.0,-12.0,7,2024-01-26_21-00-49
1077,2.0,3.81,-17.0,-12.0,7,2024-01-26_21-00-49
1078,3.0,3.333,-16.0,-12.0,7,2024-01-26_21-00-49
1079,4.0,0.0,-15.0,-12.0,7,2024-01-26_21-00-49
1080,5.0,-3.333,-14.0,-12.0,7,2024-01-26_21-00-49
1081,6.0,-1.143,-13.0,-12.0,7,2024-01-26_21-00-49
1082,7.0,3.81,-12.0,-12.0,7,2024-01-26_21-00-49
1083,8.0,-0.571,-11.0,-12.0,7,2024-01-26_21-00-49
1084,9.0,3.429,-10.0,-12.0,7,2024-01-26_21-00-49
1085,10.0,0.0,-9.0,-12.0,7,2024-01-26_21-00-49
1086,11.0,-3.81,-8.0,-12.0,7,2024-01-26_21-00-49
1087,12.0,3.333,-7.0,-12.0,7,2024-01-26_21-00-49
1088,13.0,-1.31,-6.0,-12.0,7,2024-01-26_21-00-49
1089,14.0,2.667,-5.0,-12.0,7,2024-01-26_21-00-49
1090,15.0,-3.81,-4.0,-12.0,7,2024-01-26_21-00-49
1091,16.0,3.125,-3.0,-12.0,7,2024-01-26_21-00-49
1092,17.0,1.667,-2.0,-12.0,7,2024-01-26_21-00-49
1093,18.0,2.5,-1.0,-12.0,7,2024-01-26_21-00-49
1094,19.0,1.667,0.0,-12.0,7,2024-01-26_21-00-49
1095,20.0,3.571,1.0,-12.0,7,2024-01-26_21-00-49
1096,21.0,-3.81,2.0,-12.0,7,2024-01-26_21-00-49
1097,22.0,1.364,3.0,-12.0,7,2024-01-26_21-00-49
1098,23.0,3.81,4.0,-12.0,7,2024-01-26_21-00-49
1099,24.0,3.125,5.0,-12.0,7,2024-01-26_21-00-49
